graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
77,1,400125,flow,1,400125,flow,10,0.00018253798318416196,0.0026524187263894375,0.08387361470731411
77,1,400125,flow,1,400125,flow,11,0.00017043493715292657,0.0025052022065350215,0.08425778312493377
77,1,400125,flow,3,400039,flow,1,0.00538134169875303,0.04289978988487376,0.062433238477151536
77,1,400125,flow,3,400039,flow,11,0.003472096544330999,0.030567469067678658,0.06555023077946508
77,1,400125,flow,4,400316,flow,11,0.004696224867820957,0.03853312712058221,0.06341580758139519
77,1,400125,flow,5,400503,flow,1,1.859671405090607e-05,0.0003592925076024786,0.09590413140244591
77,1,400125,flow,5,400503,flow,7,0.004016836271091482,0.034206056950749464,0.06452770041647729
77,1,400125,flow,5,400503,flow,9,2.787720630974392e-06,6.331731401582215e-05,0.10492364003439568
77,1,400125,flow,5,400503,flow,11,0.00042762935841422436,0.005549828287479138,0.07896705495612413
77,1,400125,flow,5,400503,flow,12,0.00620055795998562,0.04782433563138347,0.061396834975028396
77,1,400125,flow,9,402391,flow,1,0.004407256901744432,0.036720057503444446,0.0638696602655244
77,1,400125,flow,9,402391,flow,6,0.0012786009902953715,0.013703880262134186,0.07222240845590808
77,1,400125,flow,9,402391,flow,7,0.0018670636633842323,0.01870527603390511,0.06975878342505845
77,1,400125,flow,9,402391,flow,10,8.272635754832909e-05,0.0013310162555261887,0.08821271827282012
77,1,400125,flow,9,402391,flow,11,0.0028780984972649306,0.026397905711347334,0.06684701589607919
77,1,400125,flow,10,400497,flow,2,0.00256332619299981,0.024127685679751338,-0.06763688331638255
77,1,400125,flow,10,400497,flow,3,0.00030941259067569505,0.004194108540065901,-0.08086357555743814
77,1,400125,flow,10,400497,flow,11,5.976976541526825e-08,1.7993406731286329e-06,0.12123734017717816
77,1,400125,flow,10,400497,flow,12,0.0019107206204333207,0.019054277655290733,0.06960593011900344
77,1,400125,flow,12,404520,flow,1,0.0014712125710678891,0.015407608017001893,-0.07131796233609122
77,1,400125,flow,12,404520,flow,2,0.00014363270451090793,0.0021567371688812034,-0.08520901906493034
77,1,400125,flow,12,404520,flow,3,0.006351741433289608,0.048660264216724786,-0.06121918392334242
77,1,400125,flow,12,404520,flow,9,0.003424545667623138,0.030241286353499503,0.06564628196848057
77,1,400125,flow,13,400183,flow,7,0.00022910039568711804,0.003242836531351081,0.08258981310291263
77,1,400125,flow,13,400183,flow,8,0.003041628626661785,0.02750070252653602,0.06646731419441315
77,1,400125,flow,14,401469,flow,8,0.0057650527199061405,0.04520789208566805,0.06193129175265474
77,1,400125,flow,14,401469,flow,12,0.005090384990769884,0.04106529068184109,0.06283585727296807
77,1,400125,flow,15,401472,flow,1,0.0019466336342295347,0.019336530926354543,0.06948257416843981
77,1,400125,flow,15,401472,flow,2,0.0027264556780880107,0.025378772956992472,0.0672171306671907
77,1,400125,flow,16,405838,flow,7,0.0029015916495321844,0.026565442797143513,0.06679127516136511
77,1,400125,flow,17,400260,flow,7,0.00016548729857223743,0.0024441201019899683,-0.08442226066431029
77,1,400125,flow,19,401795,flow,1,0.0011388696374783319,0.012464952708148958,0.07296097376644523
77,1,400125,flow,19,401795,flow,2,0.0006351110413505017,0.0076724823787308934,0.07659201131134635
77,1,400125,occupancy,1,400125,flow,1,0.00021708241201439507,0.003092994788595603,-0.08289590432616947
77,1,400125,occupancy,2,400331,flow,12,0.0012823448235448308,0.013739408823694616,-0.07220366389966774
77,1,400125,occupancy,5,400503,flow,4,0.0004756365042409192,0.006057615917503276,0.07833450053531264
77,1,400125,occupancy,6,405843,flow,10,8.996506207094637e-05,0.0014336003989173307,0.08776209136991182
77,1,400125,occupancy,10,400497,flow,2,0.004320709914004547,0.03619442859899097,0.06401083847017966
77,1,400125,occupancy,10,400497,flow,9,0.004261441647122282,0.03588582439681922,0.06410900429933734
77,1,400125,occupancy,14,401469,flow,4,0.0013168042127766307,0.014042444332745112,0.07203346472790313
77,1,400125,occupancy,16,405838,flow,8,0.0006582552349853937,0.007888107115497645,-0.07637385798323616
77,1,400125,speed,1,400125,flow,1,3.776183688243729e-09,1.3504233057295453e-07,0.13175709383044204
77,1,400125,speed,6,405843,flow,2,0.0017982114438077452,0.01814987641867861,-0.07000665187259097
77,1,400125,speed,9,402391,flow,6,0.002753998072216818,0.025531335001088007,0.06714853416854473
77,1,400125,speed,10,400497,flow,2,0.00032506009197614654,0.0043705558585028104,-0.08057701098898364
77,1,400125,speed,10,400497,flow,9,0.00034597586127792067,0.00461158815402844,-0.08021347827883207
77,1,400125,speed,11,405841,flow,5,0.0039965226861537586,0.0340666495741599,0.06456350353613961
77,1,400125,speed,13,400183,flow,4,0.0028524092546837825,0.02622905061778191,0.06690844421948013
77,1,400125,speed,13,400183,flow,8,0.0024615058936042987,0.023340003205378778,0.06791143065510861
77,1,400125,speed,15,401472,flow,5,0.0025740105982683904,0.02420488851658565,-0.0676086545015701
77,1,400125,speed,15,401472,flow,6,0.0011253405704780223,0.012341892014381966,-0.07303686654608682
77,1,400125,speed,16,405838,flow,2,0.005776509217058874,0.04528129163072824,-0.06191677333282507
77,1,400125,speed,17,400260,flow,2,0.004175454757010501,0.03532699676906652,-0.06425364674913864
77,1,400125,speed,18,404528,flow,10,0.0013261770534432986,0.01412525509085307,-0.07198788175767007
77,2,400331,flow,2,400331,flow,1,3.9863126782012933e-78,1.0436891375654294e-75,0.4020772275627564
77,2,400331,flow,2,400331,flow,2,4.1330326299846407e-22,3.782775627443569e-20,0.21448988953115952
77,2,400331,flow,2,400331,flow,3,1.0752377331068256e-05,0.00022035232481126596,0.09858736332713686
77,2,400331,flow,2,400331,flow,4,8.376635980502392e-10,3.239665840265921e-08,0.137159257538592
77,2,400331,flow,2,400331,flow,5,0.0037320362216593937,0.03238170994134389,0.06504539276243415
77,2,400331,flow,2,400331,flow,6,2.785925630921883e-06,6.33098302240007e-05,0.10492657715004157
77,2,400331,flow,2,400331,flow,7,2.2140103544729097e-05,0.00042004939531501843,0.09503515148014959
77,2,400331,flow,2,400331,flow,8,0.004003559607386677,0.034106443509979184,0.06455108216347306
77,2,400331,flow,5,400503,flow,4,0.003174676485485402,0.028500836278671938,0.06617187800262146
77,2,400331,flow,7,408093,flow,1,0.006065432774726669,0.04705094197669099,0.06155894591950023
77,2,400331,flow,7,408093,flow,2,0.006433190991582714,0.04918802325240781,0.061125045480094904
77,2,400331,flow,7,408093,flow,6,0.0022784326251252957,0.02197539407600598,0.06843229768226282
77,2,400331,flow,7,408093,flow,11,0.0034686290538873013,0.030565207787722183,0.06555719442752009
77,2,400331,flow,11,405841,flow,4,0.005910389765482035,0.04606329386051306,0.061749006870984426
77,2,400331,occupancy,0,400593,flow,8,0.0003119368913007714,0.004222921594196537,0.08081644180492321
77,2,400331,occupancy,1,400125,flow,1,0.002005937621400024,0.019838943508351886,0.06928337175497941
77,2,400331,occupancy,1,400125,flow,11,0.00016750443554711323,0.0024688473611857017,0.08435465280284936
77,2,400331,occupancy,2,400331,flow,1,0.000814960296276736,0.009413274560275634,0.07506067206588433
77,2,400331,occupancy,2,400331,flow,2,0.002341714109248832,0.022450521420228485,0.06824805755618975
77,2,400331,occupancy,2,400331,flow,3,7.021314071118676e-06,0.00014875957227676647,0.10062830820571537
77,2,400331,occupancy,7,408093,flow,9,0.003730074951467148,0.03238170994134389,0.0650490805734671
77,2,400331,occupancy,10,400497,flow,10,0.0012737782002869744,0.013667541640432709,0.07224662987033298
77,2,400331,occupancy,11,405841,flow,4,7.714266970828099e-05,0.0012509622114856378,0.08858652602033926
77,2,400331,occupancy,11,405841,flow,8,0.0039074199285621435,0.03351211850583375,0.06472252584453383
77,2,400331,occupancy,12,404520,flow,9,0.006409074478956252,0.04903861450423487,0.061152806858551144
77,2,400331,occupancy,14,401469,flow,2,3.9631609365434076e-05,0.0006996671534886604,0.09207916447518254
77,2,400331,occupancy,15,401472,flow,2,0.006540753845528846,0.049834315013553114,0.06100235404787007
77,2,400331,occupancy,15,401472,flow,3,0.0004192874591499858,0.005455360838279311,0.07908368061134506
77,2,400331,occupancy,15,401472,flow,4,1.3689636652906572e-05,0.00027404647979868577,0.09741301718168792
77,2,400331,occupancy,15,401472,flow,6,0.005284929610600445,0.042281913450836824,0.06256442671260079
77,2,400331,occupancy,15,401472,flow,7,0.0028658199911081837,0.026329949726897818,0.06687631368603453
77,2,400331,occupancy,15,401472,flow,8,0.0018272177101181226,0.018395329146516204,0.06990118474896494
77,2,400331,occupancy,15,401472,flow,9,0.0001262580384430852,0.0019185182063810344,0.08591951729411908
77,2,400331,occupancy,17,400260,flow,1,0.004434881688776741,0.03692173616403068,0.06382512629542124
77,2,400331,occupancy,17,400260,flow,11,0.0025809117257118847,0.024253945301447342,0.06759047818254565
77,2,400331,speed,2,400331,flow,2,0.0005240656810929885,0.006550821013662357,-0.07775404068762544
77,2,400331,speed,8,401448,flow,4,0.0007781144708355296,0.009060524296521532,0.07534689539052393
77,2,400331,speed,11,405841,flow,5,0.001222151886517496,0.013203931266473791,-0.07251135046004337
77,3,400039,flow,1,400125,flow,1,2.2140995250372907e-07,6.174893446198255e-06,0.1159257291634543
77,3,400039,flow,1,400125,flow,2,0.0015113481472929164,0.01574488366441746,0.07114333355086509
77,3,400039,flow,1,400125,flow,3,0.00017971786884454,0.0026184863184094864,0.08396094265245585
77,3,400039,flow,1,400125,flow,10,0.0006863905504694663,0.008164116679592772,0.0761180603228681
77,3,400039,flow,1,400125,flow,11,1.7253878891989507e-07,4.868501424780841e-06,0.11695527622922139
77,3,400039,flow,1,400125,flow,12,3.760813557163777e-10,1.525513104877701e-08,0.13994806716383296
77,3,400039,flow,3,400039,flow,1,4.016379927525717e-94,1.3770445465802458e-91,0.43831877164641
77,3,400039,flow,3,400039,flow,2,6.276288937653572e-15,3.765773362592143e-13,0.17372159079589775
77,3,400039,flow,3,400039,flow,3,0.006470992248913801,0.04941609778205343,0.06108171879348647
77,3,400039,flow,3,400039,flow,4,1.973129095554551e-05,0.0003786724874631568,0.0956098859868339
77,3,400039,flow,3,400039,flow,5,9.10573291571701e-05,0.001447268807796081,0.08769708742547894
77,3,400039,flow,3,400039,flow,6,0.00012907944316874022,0.0019579466098629135,0.08579811007566161
77,3,400039,flow,3,400039,flow,9,0.005446093287980054,0.04330411007560065,0.06234631612047749
77,3,400039,flow,3,400039,flow,10,0.0001643553772278052,0.0024298946941277155,0.08446053909294529
77,3,400039,flow,3,400039,flow,11,2.8263508275093923e-10,1.1562344294356605e-08,0.14092956951282692
77,3,400039,flow,3,400039,flow,12,2.5969164076345775e-12,1.263364738849254e-10,0.15616400721382784
77,3,400039,flow,4,400316,flow,3,0.0020485893689600764,0.020163832476435477,-0.06914341637407694
77,3,400039,flow,4,400316,flow,10,0.001950949371544282,0.019370492496141804,0.06946789105043503
77,3,400039,flow,4,400316,flow,11,0.0005746558345913714,0.007070672758287452,0.07717937622216976
77,3,400039,flow,5,400503,flow,1,4.378168156859782e-06,9.610613027253178e-05,0.10284573660258216
77,3,400039,flow,5,400503,flow,8,0.0005719923555583055,0.007047937752458299,0.077226848253115
77,3,400039,flow,5,400503,flow,9,0.0037952900075317714,0.03277041827360459,0.06492738939724718
77,3,400039,flow,5,400503,flow,12,3.871378007445515e-05,0.000685705329732047,0.09219981691989944
77,3,400039,flow,8,401448,flow,1,0.0027004737926799955,0.02518032977417997,0.06726550725833931
77,3,400039,flow,8,401448,flow,12,0.0001651392301836008,0.002440625520147985,0.08443400509344774
77,3,400039,flow,9,402391,flow,1,0.00037779770190234937,0.004984991057477548,0.0796979989426941
77,3,400039,flow,9,402391,flow,9,0.0002432263015723214,0.0034192568265292173,0.08224872553165502
77,3,400039,flow,9,402391,flow,11,2.0838893475424057e-06,4.871429643605624e-05,0.10624271503933351
77,3,400039,flow,9,402391,flow,12,0.00023344752568658111,0.003295729774398792,0.08248279300003537
77,3,400039,flow,10,400497,flow,2,0.003684529450743146,0.032071664773746504,-0.06513521981462539
77,3,400039,flow,10,400497,flow,10,0.0003018185911167631,0.00410663405865958,0.08100757177056514
77,3,400039,flow,10,400497,flow,11,8.839095976426099e-11,3.7694861419704585e-09,0.14485525364869792
77,3,400039,flow,10,400497,flow,12,3.080641184009442e-10,1.2578799541513034e-08,0.1406342672796919
77,3,400039,flow,11,405841,flow,1,0.004451082243424791,0.03702806718966897,0.06379912607132618
77,3,400039,flow,11,405841,flow,7,0.0004592526341406188,0.005887155428746212,0.07854340321116034
77,3,400039,flow,11,405841,flow,11,0.0005702930165676154,0.0070310097932993676,0.07724482556574608
77,3,400039,flow,11,405841,flow,12,0.001144549953704176,0.012507839223289484,0.07292935737845321
77,3,400039,flow,12,404520,flow,2,0.00033843417215426353,0.004526426079586435,-0.08034212950578325
77,3,400039,flow,12,404520,flow,3,0.0020674663087931104,0.0203126096292614,-0.06906495947831241
77,3,400039,flow,12,404520,flow,6,5.860571686674208e-07,1.5187564298999747e-05,0.11182022155664192
77,3,400039,flow,12,404520,flow,9,2.5943063698510278e-05,0.00048328605078725486,0.0942388998820992
77,3,400039,flow,12,404520,flow,10,1.10687289154112e-08,3.7240583266804033e-07,0.12776158508664281
77,3,400039,flow,12,404520,flow,11,9.027685751513734e-06,0.00018758827535612953,0.09942937257064294
77,3,400039,flow,12,404520,flow,12,6.585600045566326e-05,0.0010912847026024752,0.08942739476293902
77,3,400039,flow,13,400183,flow,5,0.004780497286976831,0.03906218452828191,0.06328820940837825
77,3,400039,flow,13,400183,flow,10,0.00018182948723375226,0.002643902338774183,0.08389543421772686
77,3,400039,flow,14,401469,flow,4,0.004900848522691818,0.039848796570729636,0.0631094661904779
77,3,400039,flow,15,401472,flow,1,9.641250722038558e-33,1.2002940380174803e-30,0.2627334948376761
77,3,400039,flow,16,405838,flow,4,0.00026733113756809346,0.003708640058748117,0.08170741529377896
77,3,400039,flow,17,400260,flow,4,0.004501642536753595,0.037340813668923827,-0.06371852941636394
77,3,400039,flow,17,400260,flow,9,0.0012619818015566907,0.013571723631378898,-0.07230623313180251
77,3,400039,flow,18,404528,flow,2,0.004996734547467429,0.04044574338590836,0.06296987591830912
77,3,400039,flow,18,404528,flow,12,8.227966002734425e-08,2.4147291529764073e-06,0.11996189465137874
77,3,400039,flow,19,401795,flow,1,6.871589166363367e-08,2.044439751975878e-06,0.12065216927503808
77,3,400039,occupancy,0,400593,flow,6,0.00021197223282106573,0.0030289929160202816,0.083030902301924
77,3,400039,occupancy,1,400125,flow,1,5.338436029421534e-06,0.00011496532226869904,0.10192028613129332
77,3,400039,occupancy,1,400125,flow,3,5.177977972185459e-05,0.0008834464786667133,0.09069194054946488
77,3,400039,occupancy,1,400125,flow,10,8.773563250106224e-05,0.0014021777889454135,0.08789711597206412
77,3,400039,occupancy,1,400125,flow,12,6.175791897033936e-05,0.0010312880168220565,0.08976685488448363
77,3,400039,occupancy,3,400039,flow,11,6.138668371959686e-08,1.8416005115879058e-06,0.12113132154666582
77,3,400039,occupancy,3,400039,flow,12,2.349994007896319e-06,5.433222431035511e-05,0.10569983444548586
77,3,400039,occupancy,5,400503,flow,3,0.0061962130179332815,0.04780614598303404,0.06140199795432069
77,3,400039,occupancy,5,400503,flow,6,0.0022881623419854914,0.022059498588210942,0.0684036678573258
77,3,400039,occupancy,5,400503,flow,7,0.0023612570622931245,0.02261279208403081,0.06819207990569022
77,3,400039,occupancy,5,400503,flow,8,0.00027245461388219675,0.003769642245410062,0.08159827764399756
77,3,400039,occupancy,5,400503,flow,9,0.001623473190998073,0.016686662348588333,0.07067718015901268
77,3,400039,occupancy,5,400503,flow,11,0.0007533162723010998,0.00881214810815259,0.07554669683419686
77,3,400039,occupancy,5,400503,flow,12,0.005308682165101527,0.04242232140813651,0.06253190726353194
77,3,400039,occupancy,9,402391,flow,11,7.057641520676686e-05,0.0011592779988335849,0.08906030900288792
77,3,400039,occupancy,10,400497,flow,10,5.2088285619517615e-06,0.00011234218366266405,0.10203541644312018
77,3,400039,occupancy,10,400497,flow,11,7.671739278170998e-06,0.00016158904769233894,0.10020725000573623
77,3,400039,occupancy,10,400497,flow,12,2.060126483486668e-05,0.00039383539269931045,0.09539497512092476
77,3,400039,occupancy,11,405841,flow,1,0.0016501641517972445,0.016916727896924767,0.07057058798442692
77,3,400039,occupancy,11,405841,flow,10,0.00024272384683055888,0.0034133040960547343,0.08226053556220765
77,3,400039,occupancy,12,404520,flow,6,0.0003913554860497701,0.005145026475152182,0.07949060733317558
77,3,400039,occupancy,12,404520,flow,9,0.001954098923584382,0.019397305491462617,0.06945719435549638
77,3,400039,occupancy,12,404520,flow,10,0.000447036080505015,0.005752743127142284,0.07870374281704945
77,3,400039,occupancy,12,404520,flow,11,0.0009547159125959262,0.010746150970334552,0.07407414031977137
77,3,400039,occupancy,13,400183,flow,7,0.005775073052292064,0.04527824970218098,0.06191859191137837
77,3,400039,occupancy,13,400183,flow,10,0.0009901112367930365,0.011101169330251537,0.07384559580506492
77,3,400039,occupancy,14,401469,flow,7,0.001879971845246413,0.018812782885023173,0.06971325017841382
77,3,400039,occupancy,14,401469,flow,11,0.0020910254818507397,0.020488160765695613,0.06900679502435075
77,3,400039,occupancy,15,401472,flow,1,0.005913764597242985,0.04607297215525644,0.06172929320707887
77,3,400039,occupancy,15,401472,flow,2,6.849458441585156e-10,2.6826528075836694e-08,0.13783105822141262
77,3,400039,occupancy,15,401472,flow,4,0.0042586361454663105,0.03586919116477766,0.06411368164419368
77,3,400039,occupancy,15,401472,flow,8,0.001166035020300389,0.012701137891320423,0.07281106873853281
77,3,400039,occupancy,15,401472,flow,10,0.0002736701732432129,0.0037798357734707398,0.08157266668300851
77,3,400039,occupancy,15,401472,flow,11,2.1643327506594086e-05,0.00041128107218067284,0.09514863928025563
77,3,400039,occupancy,15,401472,flow,12,0.0025564122844278997,0.024076086916783358,0.06765520761646819
77,3,400039,occupancy,18,404528,flow,10,0.0018276100161307301,0.018395329146516204,0.06989976888601916
77,3,400039,speed,0,400593,flow,5,0.0005058811744738629,0.006364026423200605,-0.07796589727932243
77,3,400039,speed,2,400331,flow,2,0.0057922580602263055,0.04538827284632258,-0.061896857659277604
77,3,400039,speed,6,405843,flow,9,0.005099652503710202,0.04110934654978181,-0.06282271635999609
77,3,400039,speed,7,408093,flow,4,0.005826771066563083,0.04560779155701045,-0.0618533832427247
77,3,400039,speed,10,400497,flow,2,0.003236469635305202,0.028896999060126497,-0.0660384824368276
77,3,400039,speed,10,400497,flow,7,0.005473805743687104,0.043460468319662354,-0.062309399582269796
77,3,400039,speed,11,405841,flow,1,0.00027002405123593574,0.0037399932713665994,-0.08164981038029362
77,3,400039,speed,15,401472,flow,1,0.0005444570407284722,0.006768501916394244,-0.07752446678361932
77,3,400039,speed,15,401472,flow,2,0.000702170617063357,0.008326590902315955,-0.07597882499891717
77,3,400039,speed,15,401472,flow,3,0.0009540657899550116,0.010744432253925053,-0.07407841099274062
77,3,400039,speed,15,401472,flow,4,0.0024246435793670706,0.023062546379012533,-0.06801339140440732
77,3,400039,speed,15,401472,flow,5,1.795654099748378e-05,0.00034816991521153466,-0.0960777893052813
77,3,400039,speed,15,401472,flow,6,0.0002860412206134563,0.003924096770562499,-0.08131790983509994
77,3,400039,speed,15,401472,flow,8,2.191873330684699e-05,0.0004160321963338269,-0.09508542088105382
77,3,400039,speed,15,401472,flow,9,0.0002918170676090725,0.0039868745479797385,-0.081202482089444
77,3,400039,speed,15,401472,flow,10,9.393123660191745e-07,2.3497326338686077e-05,-0.10977774111307739
77,3,400039,speed,15,401472,flow,11,4.1925905972742676e-06,9.23609963295504e-05,-0.10304682323446376
77,3,400039,speed,15,401472,flow,12,0.00042844667218459723,0.005558227098610991,-0.07895574276743349
77,4,400316,flow,1,400125,flow,2,0.00011052909541101173,0.0017132604670813444,0.0866471413961642
77,4,400316,flow,1,400125,flow,4,0.0010213772031693778,0.011389647696674526,0.07364991705443441
77,4,400316,flow,1,400125,flow,10,3.0073628188892568e-05,0.0005499375783828922,-0.0934910847303486
77,4,400316,flow,2,400331,flow,3,0.003409160958218993,0.03014239733832593,0.06567761840065423
77,4,400316,flow,3,400039,flow,3,1.5009912780656506e-06,3.610402183320496e-05,-0.10771167294262865
77,4,400316,flow,3,400039,flow,4,0.0013535211628843192,0.014366612834546091,-0.07185657631087718
77,4,400316,flow,3,400039,flow,5,2.5787552027233453e-05,0.0004810113331504685,-0.094269215365283
77,4,400316,flow,3,400039,flow,7,0.0018447049749485778,0.018528541017851327,-0.0698383412672471
77,4,400316,flow,3,400039,flow,8,1.4077155555511634e-09,5.301945248457738e-08,-0.13532105477419304
77,4,400316,flow,3,400039,flow,9,4.039109946545319e-06,8.92986436493131e-05,-0.10321967749106269
77,4,400316,flow,3,400039,flow,10,0.0001242608790109501,0.0018914975240567457,-0.08600701101304177
77,4,400316,flow,4,400316,flow,1,9.307424649921383e-06,0.00019302964228353517,0.09925798930520688
77,4,400316,flow,4,400316,flow,3,1.1808819462107671e-06,2.9033510161841514e-05,-0.10877361033258645
