previous_graph_slot,current_graph_slot,slot_gap,previous_edges,current_edges,intersection_edges,union_edges,added_edges,removed_edges,edge_jaccard,weighted_cosine,relative_frobenius_change
303,304,1,100,100,77,123,23,23,0.6260162601626016,0.8946282792606439,0.4468537301137163
304,305,1,100,100,78,122,22,22,0.639344262295082,0.9258857971681526,0.3812071346084188
305,306,1,100,100,78,122,22,22,0.639344262295082,0.9167544961963512,0.408061866180039
306,307,1,100,100,78,122,22,22,0.639344262295082,0.9321372451427515,0.3692840839667636
307,308,1,100,100,82,118,18,18,0.6949152542372882,0.9249859064018804,0.39287638805561764
308,309,1,100,100,75,125,25,25,0.6,0.9039038780213319,0.44502835379978206
309,310,1,100,100,84,116,16,16,0.7241379310344828,0.9461431311296686,0.32613279985513405
310,311,1,100,100,82,118,18,18,0.6949152542372882,0.9340953267620733,0.36162279286043175
311,312,1,100,100,81,119,19,19,0.680672268907563,0.9074833322918927,0.4425017732910501
312,313,1,100,100,79,121,21,21,0.6528925619834711,0.8698391937470918,0.5012096217103353
313,314,1,100,100,84,116,16,16,0.7241379310344828,0.9323510800067697,0.37045719103180297
314,315,1,100,100,78,122,22,22,0.639344262295082,0.9050099276036222,0.42966892850238864
315,316,1,100,100,78,122,22,22,0.639344262295082,0.9127049304935304,0.41716802445140755
316,317,1,100,100,85,115,15,15,0.7391304347826086,0.9440330193088572,0.3335500872626277
317,318,1,100,100,82,118,18,18,0.6949152542372882,0.9318281398952631,0.3708149116566862
318,319,1,100,100,73,127,27,27,0.5748031496062992,0.9005211743948197,0.44226129528788466
319,320,1,100,100,74,126,26,26,0.5873015873015873,0.8592454909147245,0.5703018371351247
320,321,1,100,100,69,131,31,31,0.5267175572519084,0.90616856920586,0.43202931360362246
321,322,1,100,100,73,127,27,27,0.5748031496062992,0.9099443119194796,0.4381269274997085
322,323,1,100,100,73,127,27,27,0.5748031496062992,0.9163387617961656,0.4043707881179747
323,324,1,100,100,76,124,24,24,0.6129032258064516,0.9287618896551787,0.3735470931115462
324,325,1,100,100,71,129,29,29,0.5503875968992248,0.913555076965453,0.4184900689914654
325,326,1,100,100,75,125,25,25,0.6,0.9221528022556338,0.3926846218696293
326,327,1,100,100,85,115,15,15,0.7391304347826086,0.9620728090937268,0.2772664345568291
327,328,1,100,100,76,124,24,24,0.6129032258064516,0.9417915572498196,0.3397776790837634
328,329,1,100,100,77,123,23,23,0.6260162601626016,0.8975140784414444,0.44141118132998103
329,330,1,100,100,80,120,20,20,0.6666666666666666,0.9127228884051379,0.4206588948715857
330,331,1,100,100,79,121,21,21,0.6528925619834711,0.9265168485134048,0.3798826128346171
331,332,1,100,100,82,118,18,18,0.6949152542372882,0.923815299326147,0.3972435515552557
332,333,1,100,100,82,118,18,18,0.6949152542372882,0.9409054840424506,0.341456867640421
333,334,1,100,100,81,119,19,19,0.680672268907563,0.9230709576832181,0.39336469067713153
334,335,1,100,100,76,124,24,24,0.6129032258064516,0.8933121322013953,0.4977871606904046
335,336,1,100,100,79,121,21,21,0.6528925619834711,0.9386075112830726,0.3495316184843168
336,337,1,100,100,82,118,18,18,0.6949152542372882,0.9532899779412046,0.30645949397202676
337,345,8,100,100,74,126,26,26,0.5873015873015873,0.9126317002697446,0.42127333413072937
345,356,11,100,100,56,144,44,44,0.3888888888888889,0.7835973674788188,0.6314741213308338
356,357,1,100,100,76,124,24,24,0.6129032258064516,0.9114232881425474,0.41948375896600876
